,DXCM.US
0,0.2108822858879879
1,0.2633822832780647
2,0.2362948960302457
3,0.5396055427078054
4,0.4454843238184362
5,0.1252523741867866
6,-0.1535293016288965
7,0.3526185190022176
8,-0.1859830465705295
9,-0.1338249606947727
10,-0.1593461185160232
11,0.1759080786720913
12,0.4721505666738004
13,-0.1296133977359497
14,-0.3049122675745436
15,0.0729012841841573
16,0.3186256242080798
17,-0.0764540250247017
18,-0.0186508010519094
19,-0.0093262702379979
20,-0.2693199670831254
21,-0.1742388758782107
22,-0.5671326826694787
23,-0.1660816064620834
24,-0.2990838191868026
25,-0.4584024188042568
26,-1.1283609176809362
27,0.0965669465137379
28,-0.4740747898424223
29,0.0127106060306026
30,-0.5494396114108238
31,0.7609518951491392
32,0.2852865275889891
33,0.0669330865996086
34,0.2826799630945599
35,0.1137277201513724
36,-0.4085329238159905
37,-0.0699424698557841
38,-0.2468843198830755
39,-0.1463694443895027
40,-0.0494736008865669
41,-0.1883537878938058
42,-0.2793434930860059
43,-0.0566961088565226
44,-0.0696753130412324
45,-0.208464246885496
46,-0.0309300979785743
47,-0.1659004597241623
48,-0.1561499039077573
49,0.0540226895296101
50,0.1896657781423029
51,-0.5178410408347411
52,0.2377433656750013
53,0.0706305380762897
54,0.0342504969403046
55,-0.1113995630381714
56,-0.4648160103292476
57,0.1263733429617808
58,0.2598070739549816
59,0.0385703265620923
60,0.0192814448229437
61,-0.0655999176785335
62,-0.0733713491317788
63,-0.0540923433575837
64,0.1389013928722914
65,-0.0656353761807921
66,0.2861726018607659
67,-0.3308956069423765
68,0.0373244784226002
69,0.0218750804230845
70,0.0102930959059263
71,0.0077192260189308
72,-0.1017398807454009
73,0.0244630993459263
74,-0.1005284186106421
75,0.3177966101694835
76,0.3202984759424254
77,-0.3390429101183247
78,0.6700343787272942
79,-0.0061394353473548
80,0.0131542023291587
81,0.0368182057261139
82,-0.1404568358586222
83,0.007022348624491
84,-0.184677078936272
85,-0.2592181135269381
86,-0.2421692710174652
87,-0.0265219159432037
88,-0.1558377162691026
89,0.0849301979935071
90,-0.0513383373459785
91,-0.0008851515822076
92,0.1793634805350839
93,0.0088348588189681
94,-0.0503840680273456
95,-0.1655687774472208
96,-0.0513792675796958
97,0.0283391487628335
98,0.314282183025226
99,-0.0070630197941065
100,-0.4570373158910158
101,0.3890503421768128
102,-0.2678949099967068
103,-0.2875188536953307
104,0.1012360211889362
105,-0.8979262180202798
106,0.3715624556255013
107,-0.0284077458453682
108,0.2220332577475429
109,-0.0307161590624472
110,-0.1336756059763637
111,-0.1908215995828016
112,0.2954314480867859
113,-0.0839729867180797
114,0.0390144708219096
115,0.1864482783035481
116,-0.06258191736825
117,0.0766925454845762
118,0.1790215061361955
119,0.2232772398232691
120,-0.0305630657105902
121,0.0282041036970889
122,-0.1435767076213372
123,0.0940601044067105
124,0.2954140485791969
125,-0.9913258983890956
126,-0.613405146618786
127,0.5825627804357981
128,0.696275697998906
129,-0.3801522190372559
130,0.0
131,0.2563344178251061
132,0.135377950623958
133,-0.7789050678441164
134,-0.0695047784535119
135,0.0669775749156533
136,-0.2436962251952102
137,0.2109233479739008
138,0.1956510971320926
139,-0.2607205820276499
140,-0.1255516191186513
141,0.1675353685777995
142,0.01613043316417
143,0.4336331290769055
144,0.0975031781099149
145,-0.3604518654312996
146,0.1113558189601812
147,0.0605903228598643
148,0.1148658663109468
149,-0.1063329953757528
150,0.9129725413961868
151,-0.392061196396522
152,-0.165811428770889
153,0.0191955326760143
154,0.5311485653781498
155,0.2320547233526767
156,-0.5817700440682154
157,-0.1386672248240424
158,0.1828105821211171
159,-0.6827703472575213
160,-0.3774248889279869
161,0.0624252655271689
162,0.2337668033595921
163,0.6773828193064876
164,0.3472825143254037
165,-0.1474300941723215
166,0.0821510794491997
167,-0.1000086964083714
168,0.010434601137362
169,-0.0382748482054363
170,-0.2249346120313799
171,0.295549374130745
172,-0.0504426779843936
173,0.0947076661077013
174,-0.3828978125109113
175,0.6795039822562768
176,-1.0740197277247865
177,0.7042253521126797
178,0.1333818358190793
179,0.3534209333937462
180,0.112645458477074
181,0.0773838237658769
182,0.6529683100700969
183,-0.1269606422009273
184,0.3377503238019428
185,-0.1246944984787271
186,-0.1705532448284479
187,0.2070959893101502
188,0.2991363937878842
189,0.1163058589870902
190,0.0139007486546047
191,0.0187227881745901
192,0.0537172452796445
193,0.0751912200766953
194,0.0922778240025248
195,0.0870907723368145
196,0.01978944035462
197,0.2388605292599715
198,-0.158167401577913
199,0.0889011813979194
200,0.0343633528058987
201,0.3345803256230523
202,0.1407468792339226
203,0.1234940946174889
204,0.3208402084806638
205,0.3107049608355085
206,-0.0692385070610177
207,-0.2291415702089771
208,0.0196368492020863
209,0.1751153278185115
210,0.2840798029684971
211,0.7154686125342821
212,-0.1814599751140576
213,0.1914618369987087
214,0.1524193340050053
215,-0.0335952036386178
216,0.02971000452109
217,0.3064917002562677
218,-0.2426902472084161
219,0.0838385141235621
220,0.1995237175774046
221,-0.229656676171181
222,-0.2340739208028424
223,0.0723682510144554
224,0.0594100325463556
225,-0.1204085774200076
226,0.0500324534833411
227,-0.2888566430247217
228,-0.0732849290900405
229,-0.2789874795862913
230,0.1196172248803821
231,-0.0516795865633068
232,-1.4122969133588958
233,0.2833094949939568
234,0.6965119772745927
235,-0.5584536009984767
236,0.0146101666987075
237,0.063124382478872
238,-0.255895220537657
239,0.1209223074174836
240,-0.1210687064909329
241,-0.0233937442375647
242,-0.0454320171815684
243,-0.2152317880794783
244,-0.3711294521686077
245,0.3037331566158667
246,0.250640372379973
247,-0.0496018077103273
248,-0.1075862068965479
249,-0.2793991535035522
250,0.4652284173304315
251,0.0357053593744299
252,0.3256401587273415
253,0.2449631667702131
254,0.3343712405349915
255,-0.8168943744872188
256,0.1549338414688448
257,0.1724444444444493
258,0.2234993614303943
259,0.1797175866495483
260,-0.1081243962316013
261,-0.3495197438633792
262,0.4867687405965129
263,-0.1844265928960432
264,0.4782746814443606
265,-0.2113454481142592
266,0.1562748318058997
267,-0.2070283469582685
268,-0.0433708919356702
269,0.1370056746866507
270,0.0671318788092916
271,0.209787744164737
272,-0.572684881473736
273,0.3234129789339815
274,-0.0601237842617209
275,0.3874224357602826
276,0.2386866413102573
277,0.1027430454589459
278,0.1664376536161509
279,0.0986040756351245
280,0.5843232230038756
281,0.384858406571312
282,-0.2514588452088347
283,-0.0883765609990463
284,-0.0038426068244662
285,-0.2303750339169253
286,-0.2110615797294233
287,-0.0946494108557096
288,-0.0048292847829412
289,0.0106232978579691
290,0.0579117039553606
291,0.0019303528685026
292,0.3577611079053691
293,-0.0808308152708802
294,-0.0375708907440085
295,-0.2451666457534978
296,-0.0705109630058937
297,-0.1276620437532579
298,-0.1511012959841871
299,-0.194095611498224
300,-0.0070064809949338
301,-0.7553563234619274
302,0.2078196548080222
303,0.4366199652808236
304,-0.400517591964997
305,0.0070415716787923
306,-0.097797356828185
307,0.3039193296207189
308,0.0418811576057202
309,-0.0594767452075894
310,-0.3774317007354603
311,-0.0035275235021221
312,0.0881103846899395
313,-0.007049327670387
314,-0.3129088144821946
315,0.1235962991736784
316,0.0105928462977905
317,0.2096509927591223
318,-0.0264335812215798
319,0.0845159699968338
320,0.0404808420014968
321,0.3210526315789546
322,-0.0140370578326854
323,0.0666315974048738
324,0.4364525139664805
325,-0.2679866860117669
326,0.4739739059526984
327,-0.1650586213351076
328,0.0051046452271714
329,0.0816076711210691
330,-0.1822486416514684
331,-0.2287587278283339
332,0.2010392708067234
333,-0.1151336829986044
334,-0.0383926286153097
335,0.1584381069201784
336,-0.1569805139405646
337,-0.0580482141637502
338,-0.2095826311602362
339,-0.439911673984218
340,-0.0455584781749078
341,-0.1222115119801574
342,-0.3688506888956058
343,-0.8265398550724645
344,0.2536748097438793
345,-0.4695819149864608
346,-0.4453718153285191
347,0.5163361068955356
348,-0.1563660187813901
349,-0.239050104201329
350,-0.6327096157147512
351,0.6444696222116731
352,-0.0707101493447169
353,0.1857439566285874
354,0.0442260442260465
355,0.2281498021892667
356,0.088511670203094
357,-0.0060628107190438
358,-0.0436713006769068
359,-0.1068661501469404
360,0.1479361691807627
361,0.0096997914544886
362,-0.0060627372045876
363,-0.1712619944127392
364,-0.1947182670074125
365,-0.7306249540294746
366,0.1908723846812609
367,0.3681490150185409
368,0.2626203676685109
369,-0.1743136339764444
370,0.0512739357493272
371,-0.1792682926829301
372,-0.1221001221001221
373,0.23145328298209
374,0.0851996105160717
375,-0.555248546090896
376,-1.1310410900574834
377,-0.0719060427707746
378,-0.2028126918047636
379,0.4449994022395968
380,0.4890880490674341
381,0.0171812222457173
382,-0.4753937269274747
383,-0.5648812146949113
384,0.2544156432320068
385,-0.2510482600218993
386,-1.3589236891258984
387,0.0135332647647795
388,-0.1871084958103961
389,0.3956946263859526
390,-0.7880982196330482
391,-0.1963886312803367
392,-0.0477561434867473
393,-0.1038067009957235
394,0.4229911321473278
395,-0.0843973755138717
396,-0.1390403489640106
397,-0.0873171796550952
398,0.4536194485943118
399,0.1694800352518473
400,-0.3827892402371455
401,-0.1016595707706877
402,0.2186883140122677
403,0.1141036077385458
404,-0.174907466992529
405,-0.3275832056816553
406,0.0904347826086924
407,0.299967055641291
408,0.0260019414782931
409,-0.1440847148685081
410,-0.1442926184763963
411,-0.1183555540084352
412,-0.2180397355614087
413,0.2245118173274526
414,0.1477156213614009
415,-0.0504225058246624
416,-0.0304366352734435
417,-0.1279974922940309
418,0.1339130434782577
419,0.0
420,-0.2130616833180053
421,0.1344530502131969
422,0.0687022236909783
423,-0.304431263084439
424,-0.1730134041697993
425,0.213841801617174
426,-0.0289661319073073
427,-0.2546575526068861
428,-1.040514614603321
429,-0.3874563828341044
430,0.6762763168259015
431,-0.2154538095945896
432,-0.066509439285024
433,-0.238666184055743
434,-0.4636363636363683
435,-0.1342709542340809
436,-0.7682429023528925
437,-0.4168105929763966
438,-0.0276414898763053
439,-0.2008032128514066
440,-0.1849882070018062
441,0.0877922557989084
442,0.2327993546156615
443,0.6594463398438384
444,-0.5433156065105816
445,0.2526006383907095
446,0.1490415481977385
447,-0.3151236342725715
448,-0.080570902394112
449,0.1494081140098917
450,-0.0481252930219506
451,-0.3726502683590751
452,-0.6039358190239819
453,-0.0956463247886902
454,0.4153816720872391
455,-0.2442018053033943
456,-0.1587911384300178
457,-0.3727506426735189
458,0.7159173568484339
459,-0.1213809316944836
460,0.5843050580494401
461,0.1395301638845226
462,0.3110695227738342
463,0.0391844576744587
